status,filename,category,subcategory,style,color_scheme,model,title,tags,prompt,file_size_mb
success,stock_0160_botanical_monstera_leaves.jpg,botanical,monstera leaves,flat vector,earth tones,recraft-v3,MonsteraLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; flat; vector; earth; tones,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",5.6
success,stock_0161_botanical_monstera_leaves.jpg,botanical,monstera leaves,flat vector,monochrome,recraft-v3,MonsteraLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; flat; vector; monochrome,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",5.5
success,stock_0162_botanical_monstera_leaves.jpg,botanical,monstera leaves,flat vector,warm sunset,recraft-v3,MonsteraLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; flat; vector; warm; sunset,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",5.6
success,stock_0163_botanical_monstera_leaves.jpg,botanical,monstera leaves,flat vector,cool ocean,recraft-v3,MonsteraLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; flat; vector; cool; ocean,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, flat vector style, clean lines, modern design, vector illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",6.4
success,stock_0164_botanical_monstera_leaves.jpg,botanical,monstera leaves,watercolor,pastel,recraft-v3,MonsteraLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; watercolor; pastel,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, watercolor painting style, soft brushstrokes, artistic texture, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",6.3
success,stock_0165_botanical_monstera_leaves.jpg,botanical,monstera leaves,watercolor,navy gold,recraft-v3,MonsteraLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; watercolor; navy; gold,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, watercolor painting style, soft brushstrokes, artistic texture, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",7.5
success,stock_0166_botanical_monstera_leaves.jpg,botanical,monstera leaves,watercolor,earth tones,recraft-v3,MonsteraLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; watercolor; earth; tones,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, watercolor painting style, soft brushstrokes, artistic texture, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",7.1
success,stock_0167_botanical_monstera_leaves.jpg,botanical,monstera leaves,watercolor,monochrome,recraft-v3,MonsteraLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; watercolor; monochrome,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, watercolor painting style, soft brushstrokes, artistic texture, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",6.3
success,stock_0168_botanical_monstera_leaves.jpg,botanical,monstera leaves,watercolor,warm sunset,recraft-v3,MonsteraLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; watercolor; warm; sunset,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, watercolor painting style, soft brushstrokes, artistic texture, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",7.3
success,stock_0169_botanical_monstera_leaves.jpg,botanical,monstera leaves,watercolor,cool ocean,recraft-v3,MonsteraLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; watercolor; cool; ocean,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, watercolor painting style, soft brushstrokes, artistic texture, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",7.1
success,stock_0170_botanical_monstera_leaves.jpg,botanical,monstera leaves,hand-drawn,pastel,recraft-v3,MonsteraLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; hand-drawn; pastel,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, hand-drawn sketch style, ink line art, organic freehand illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",8.5
success,stock_0171_botanical_monstera_leaves.jpg,botanical,monstera leaves,hand-drawn,navy gold,recraft-v3,MonsteraLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; hand-drawn; navy; gold,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, hand-drawn sketch style, ink line art, organic freehand illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",8.7
success,stock_0172_botanical_monstera_leaves.jpg,botanical,monstera leaves,hand-drawn,earth tones,recraft-v3,MonsteraLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; hand-drawn; earth; tones,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",8.2
success,stock_0173_botanical_monstera_leaves.jpg,botanical,monstera leaves,hand-drawn,monochrome,recraft-v3,MonsteraLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; hand-drawn; monochrome,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",6.7
success,stock_0174_botanical_monstera_leaves.jpg,botanical,monstera leaves,hand-drawn,warm sunset,recraft-v3,MonsteraLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; hand-drawn; warm; sunset,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",8.7
success,stock_0175_botanical_monstera_leaves.jpg,botanical,monstera leaves,hand-drawn,cool ocean,recraft-v3,MonsteraLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; monstera; leaves; botanical; hand-drawn; cool; ocean,"Seamless tileable pattern of Tropical monstera deliciosa leaves pattern with large split leaves, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",8.3
success,stock_0176_botanical_eucalyptus.jpg,botanical,eucalyptus,flat vector,pastel,recraft-v3,Eucalyptus FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; flat; vector; pastel,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",4.6
success,stock_0177_botanical_eucalyptus.jpg,botanical,eucalyptus,flat vector,navy gold,recraft-v3,Eucalyptus FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; flat; vector; navy; gold,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",5.9
success,stock_0178_botanical_eucalyptus.jpg,botanical,eucalyptus,flat vector,earth tones,recraft-v3,Eucalyptus FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; flat; vector; earth; tones,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",5.1
success,stock_0179_botanical_eucalyptus.jpg,botanical,eucalyptus,flat vector,monochrome,recraft-v3,Eucalyptus FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; flat; vector; monochrome,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",5.3
success,stock_0180_botanical_eucalyptus.jpg,botanical,eucalyptus,flat vector,warm sunset,recraft-v3,Eucalyptus FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; flat; vector; warm; sunset,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",5.3
success,stock_0181_botanical_eucalyptus.jpg,botanical,eucalyptus,flat vector,cool ocean,recraft-v3,Eucalyptus FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; flat; vector; cool; ocean,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, flat vector style, clean lines, modern design, vector illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",5.5
success,stock_0182_botanical_eucalyptus.jpg,botanical,eucalyptus,watercolor,pastel,recraft-v3,Eucalyptus Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; watercolor; pastel,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, watercolor painting style, soft brushstrokes, artistic texture, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",5.2
failed,,botanical,eucalyptus,watercolor,navy gold,recraft-v3,Eucalyptus Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; watercolor; navy; gold,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, watercolor painting style, soft brushstrokes, artistic texture, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,watercolor,earth tones,recraft-v3,Eucalyptus Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; watercolor; earth; tones,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, watercolor painting style, soft brushstrokes, artistic texture, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,watercolor,monochrome,recraft-v3,Eucalyptus Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; watercolor; monochrome,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, watercolor painting style, soft brushstrokes, artistic texture, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,watercolor,warm sunset,recraft-v3,Eucalyptus Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; watercolor; warm; sunset,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, watercolor painting style, soft brushstrokes, artistic texture, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,watercolor,cool ocean,recraft-v3,Eucalyptus Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; watercolor; cool; ocean,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, watercolor painting style, soft brushstrokes, artistic texture, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,hand-drawn,pastel,recraft-v3,Eucalyptus Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; hand-drawn; pastel,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, hand-drawn sketch style, ink line art, organic freehand illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,hand-drawn,navy gold,recraft-v3,Eucalyptus Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; hand-drawn; navy; gold,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, hand-drawn sketch style, ink line art, organic freehand illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,hand-drawn,earth tones,recraft-v3,Eucalyptus Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; hand-drawn; earth; tones,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,hand-drawn,monochrome,recraft-v3,Eucalyptus Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; hand-drawn; monochrome,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,hand-drawn,warm sunset,recraft-v3,Eucalyptus Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; hand-drawn; warm; sunset,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,eucalyptus,hand-drawn,cool ocean,recraft-v3,Eucalyptus Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; eucalyptus; botanical; hand-drawn; cool; ocean,"Seamless tileable pattern of Eucalyptus branches and leaves pattern with silver-green foliage, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,flat vector,pastel,recraft-v3,PalmLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; flat; vector; pastel,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,flat vector,navy gold,recraft-v3,PalmLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; flat; vector; navy; gold,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,flat vector,earth tones,recraft-v3,PalmLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; flat; vector; earth; tones,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,flat vector,monochrome,recraft-v3,PalmLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; flat; vector; monochrome,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,flat vector,warm sunset,recraft-v3,PalmLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; flat; vector; warm; sunset,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,flat vector,cool ocean,recraft-v3,PalmLeaves FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; flat; vector; cool; ocean,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, flat vector style, clean lines, modern design, vector illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,watercolor,pastel,recraft-v3,PalmLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; watercolor; pastel,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, watercolor painting style, soft brushstrokes, artistic texture, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,watercolor,navy gold,recraft-v3,PalmLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; watercolor; navy; gold,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, watercolor painting style, soft brushstrokes, artistic texture, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,watercolor,earth tones,recraft-v3,PalmLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; watercolor; earth; tones,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, watercolor painting style, soft brushstrokes, artistic texture, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,watercolor,monochrome,recraft-v3,PalmLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; watercolor; monochrome,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, watercolor painting style, soft brushstrokes, artistic texture, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,watercolor,warm sunset,recraft-v3,PalmLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; watercolor; warm; sunset,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, watercolor painting style, soft brushstrokes, artistic texture, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,watercolor,cool ocean,recraft-v3,PalmLeaves Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; watercolor; cool; ocean,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, watercolor painting style, soft brushstrokes, artistic texture, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,hand-drawn,pastel,recraft-v3,PalmLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; hand-drawn; pastel,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, hand-drawn sketch style, ink line art, organic freehand illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,hand-drawn,navy gold,recraft-v3,PalmLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; hand-drawn; navy; gold,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, hand-drawn sketch style, ink line art, organic freehand illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,hand-drawn,earth tones,recraft-v3,PalmLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; hand-drawn; earth; tones,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,hand-drawn,monochrome,recraft-v3,PalmLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; hand-drawn; monochrome,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,palm leaves,hand-drawn,warm sunset,recraft-v3,PalmLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; hand-drawn; warm; sunset,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
